KEGG_ID	Metabolism	Pathways	Genes	Genes_name	Isoforms
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	NDUFA9	NADH:ubiquinone	NADH:ubiquinone oxidoreductase subunit A9
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	NDUFAB1	NADH:ubiquinone	NADH:ubiquinone oxidoreductase subunit AB1
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	NDUFB1	NADH:ubiquinone	NADH:ubiquinone oxidoreductase subunit B1
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	NDUFB10	NADH:ubiquinone	NADH:ubiquinone oxidoreductase subunit B10
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	NDUFB11	NADH:ubiquinone	NADH:ubiquinone oxidoreductase subunit B11
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	NDUFB2	NADH:ubiquinone	NADH:ubiquinone oxidoreductase subunit B2
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	NDUFB3	NADH:ubiquinone	NADH:ubiquinone oxidoreductase subunit B3
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	NDUFB4	NADH:ubiquinone	NADH:ubiquinone oxidoreductase subunit B4
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	NDUFB5	NADH:ubiquinone	NADH:ubiquinone oxidoreductase subunit B5
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	NDUFB6	NADH:ubiquinone	NADH:ubiquinone oxidoreductase subunit B6
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	NDUFB7	NADH:ubiquinone	NADH:ubiquinone oxidoreductase subunit B7
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	NDUFB8	NADH:ubiquinone	NADH:ubiquinone oxidoreductase subunit B8
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	NDUFB9	NADH:ubiquinone	NADH:ubiquinone oxidoreductase subunit B9
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	NDUFC1	NADH:ubiquinone	NADH:ubiquinone oxidoreductase subunit C1
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	NDUFC2	NADH:ubiquinone	NADH:ubiquinone oxidoreductase subunit C2
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	NDUFC2-KCTD14	NDUFC2-KCTD14	NDUFC2-KCTD14 readthrough
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	NDUFS1	NADH:ubiquinone	NADH:ubiquinone oxidoreductase core subunit S1
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	NDUFS2	NADH:ubiquinone	NADH:ubiquinone oxidoreductase core subunit S2
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	NDUFS3	NADH:ubiquinone	NADH:ubiquinone oxidoreductase core subunit S3
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	NDUFS4	NADH:ubiquinone	NADH:ubiquinone oxidoreductase subunit S4
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	NDUFS5	NADH:ubiquinone	NADH:ubiquinone oxidoreductase subunit S5
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	NDUFS6	NADH:ubiquinone	NADH:ubiquinone oxidoreductase subunit S6
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	NDUFS7	NADH:ubiquinone	NADH:ubiquinone oxidoreductase core subunit S7
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	NDUFS8	NADH:ubiquinone	NADH:ubiquinone oxidoreductase core subunit S8
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	NDUFV1	NADH:ubiquinone	NADH:ubiquinone oxidoreductase core subunit V1
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	NDUFV2	NADH:ubiquinone	NADH:ubiquinone oxidoreductase core subunit V2
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	NDUFV3	NADH:ubiquinone	NADH:ubiquinone oxidoreductase subunit V3
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	NEU1	neuraminidase	neuraminidase 1
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	NEU2	neuraminidase	neuraminidase 2
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	NEU3	neuraminidase	neuraminidase 3
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	NEU4	neuraminidase	neuraminidase 4
hsa00730	Metabolism of cofactors and vitamins	Thiamine metabolism - Homo sapiens (human)	NFS1	NFS1	NFS1 cysteine desulfurase
hsa00250	Amino acid metabolism	Alanine, aspartate and glutamate metabolism - Homo sapiens (human)	NIT2	nitrilase	nitrilase family member 2
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	NME1	NME/NM23	NME/NM23 nucleoside diphosphate kinase 1
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	NME1-NME2	NME1-NME2	NME1-NME2 readthrough
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	NME2	NME/NM23	NME/NM23 nucleoside diphosphate kinase 2
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	NME3	NME/NM23	NME/NM23 nucleoside diphosphate kinase 3
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	NME4	NME/NM23	NME/NM23 nucleoside diphosphate kinase 4
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	NME6	NME/NM23	NME/NM23 nucleoside diphosphate kinase 6
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	NME7	NME/NM23	NME/NM23 family member 7
hsa00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism - Homo sapiens (human)	NMNAT1	nicotinamide	nicotinamide nucleotide adenylyltransferase 1
hsa00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism - Homo sapiens (human)	NMNAT2	nicotinamide	nicotinamide nucleotide adenylyltransferase 2
hsa00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism - Homo sapiens (human)	NMNAT3	nicotinamide	nicotinamide nucleotide adenylyltransferase 3
hsa00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism - Homo sapiens (human)	NMRK1	nicotinamide	nicotinamide riboside kinase 1
hsa00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism - Homo sapiens (human)	NMRK2	nicotinamide	nicotinamide riboside kinase 2
hsa00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism - Homo sapiens (human)	NNMT	nicotinamide	nicotinamide N-methyltransferase
hsa00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism - Homo sapiens (human)	NNT	nicotinamide	nicotinamide nucleotide transhydrogenase
hsa00220	Amino acid metabolism	Arginine biosynthesis - Homo sapiens (human)	NOS1	nitric	nitric oxide synthase 1
hsa00220	Amino acid metabolism	Arginine biosynthesis - Homo sapiens (human)	NOS2	nitric	nitric oxide synthase 2
hsa00220	Amino acid metabolism	Arginine biosynthesis - Homo sapiens (human)	NOS3	nitric	nitric oxide synthase 3
hsa00520	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)	NPL	N-acetylneuraminate	N-acetylneuraminate pyruvate lyase
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	NPR1	natriuretic	natriuretic peptide receptor 1
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	NPR2	natriuretic	natriuretic peptide receptor 2
hsa00130	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)	NQO1	NAD(P)H	NAD(P)H quinone dehydrogenase 1
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	NSD1	nuclear	nuclear receptor binding SET domain protein 1
hsa00100	Lipid metabolism	Steroid biosynthesis - Homo sapiens (human)	NSDHL	NAD(P)	NAD(P) dependent steroid dehydrogenase-like
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	NT5C	5',	5', 3'-nucleotidase, cytosolic
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	NT5C1A	5'-nucleotidase,	5'-nucleotidase, cytosolic IA
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	NT5C1B	5'-nucleotidase,	5'-nucleotidase, cytosolic IB
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	NT5C1B-RDH14	NT5C1B-RDH14	NT5C1B-RDH14 readthrough
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	NT5C2	5'-nucleotidase,	5'-nucleotidase, cytosolic II
hsa00240	Nucleotide metabolism	Pyrimidine metabolism - Homo sapiens (human)	NT5C3A	5'-nucleotidase,	5'-nucleotidase, cytosolic IIIA
hsa00240	Nucleotide metabolism	Pyrimidine metabolism - Homo sapiens (human)	NT5C3B	5'-nucleotidase,	5'-nucleotidase, cytosolic IIIB
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	NT5DC4	5'-nucleotidase	5'-nucleotidase domain containing 4
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	NT5E	5'-nucleotidase	5'-nucleotidase ecto
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	NT5M	5',3'-nucleotidase,	5',3'-nucleotidase, mitochondrial
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	NTPCR	nucleoside-triphosphatase,	nucleoside-triphosphatase, cancer-related
hsa00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism - Homo sapiens (human)	NUDT12	nudix	nudix hydrolase 12
hsa00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism - Homo sapiens (human)	NUDT13	nudix	nudix hydrolase 13
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	NUDT16	nudix	nudix hydrolase 16
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	NUDT2	nudix	nudix hydrolase 2
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	NUDT5	nudix	nudix hydrolase 5
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	NUDT9	nudix	nudix hydrolase 9
hsa00330	Amino acid metabolism	Arginine and proline metabolism - Homo sapiens (human)	OAT	ornithine	ornithine aminotransferase
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	OCRL	OCRL	OCRL inositol polyphosphate-5-phosphatase
hsa00330	Amino acid metabolism	Arginine and proline metabolism - Homo sapiens (human)	ODC1	ornithine	ornithine decarboxylase 1
hsa00020	Carbohydrate metabolism	Citrate cycle (TCA cycle) - Homo sapiens (human)	OGDH	oxoglutarate	oxoglutarate dehydrogenase
hsa00020	Carbohydrate metabolism	Citrate cycle (TCA cycle) - Homo sapiens (human)	OGDHL	oxoglutarate	oxoglutarate dehydrogenase L
hsa00061	Lipid metabolism	Fatty acid biosynthesis - Homo sapiens (human)	OLAH	oleoyl-ACP	oleoyl-ACP hydrolase
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	OPLAH	5-oxoprolinase,	5-oxoprolinase, ATP-hydrolysing
hsa00220	Amino acid metabolism	Arginine biosynthesis - Homo sapiens (human)	OTC	ornithine	ornithine transcarbamylase
hsa00650	Carbohydrate metabolism	Butanoate metabolism - Homo sapiens (human)	OXCT1	3-oxoacid	3-oxoacid CoA-transferase 1
hsa00650	Carbohydrate metabolism	Butanoate metabolism - Homo sapiens (human)	OXCT2	3-oxoacid	3-oxoacid CoA-transferase 2
hsa00061	Lipid metabolism	Fatty acid biosynthesis - Homo sapiens (human)	OXSM	3-oxoacyl-ACP	3-oxoacyl-ACP synthase, mitochondrial
hsa00330	Amino acid metabolism	Arginine and proline metabolism - Homo sapiens (human)	P4HA1	prolyl	prolyl 4-hydroxylase subunit alpha 1
hsa00330	Amino acid metabolism	Arginine and proline metabolism - Homo sapiens (human)	P4HA2	prolyl	prolyl 4-hydroxylase subunit alpha 2
hsa00330	Amino acid metabolism	Arginine and proline metabolism - Homo sapiens (human)	P4HA3	prolyl	prolyl 4-hydroxylase subunit alpha 3
hsa00565	Lipid metabolism	Ether lipid metabolism - Homo sapiens (human)	PAFAH1B1	platelet	platelet activating factor acetylhydrolase 1b regulatory subunit 1
hsa00565	Lipid metabolism	Ether lipid metabolism - Homo sapiens (human)	PAFAH1B2	platelet	platelet activating factor acetylhydrolase 1b catalytic subunit 2
hsa00565	Lipid metabolism	Ether lipid metabolism - Homo sapiens (human)	PAFAH1B3	platelet	platelet activating factor acetylhydrolase 1b catalytic subunit 3
hsa00565	Lipid metabolism	Ether lipid metabolism - Homo sapiens (human)	PAFAH2	platelet	platelet activating factor acetylhydrolase 2
hsa00360	Amino acid metabolism	Phenylalanine metabolism - Homo sapiens (human)	PAH	phenylalanine	phenylalanine hydroxylase
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	PAICS	phosphoribosylaminoimidazole	phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase
hsa00770	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis - Homo sapiens (human)	PANK1	pantothenate	pantothenate kinase 1
hsa00770	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis - Homo sapiens (human)	PANK2	pantothenate	pantothenate kinase 2
hsa00770	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis - Homo sapiens (human)	PANK3	pantothenate	pantothenate kinase 3
hsa00920	Energy metabolism	Sulfur metabolism - Homo sapiens (human)	PAPSS1	3'-phosphoadenosine	3'-phosphoadenosine 5'-phosphosulfate synthase 1
hsa00920	Energy metabolism	Sulfur metabolism - Homo sapiens (human)	PAPSS2	3'-phosphoadenosine	3'-phosphoadenosine 5'-phosphosulfate synthase 2
hsa00020	Carbohydrate metabolism	Citrate cycle (TCA cycle) - Homo sapiens (human)	PC	pyruvate	pyruvate carboxylase
hsa00790	Metabolism of cofactors and vitamins	Folate biosynthesis - Homo sapiens (human)	PCBD1	pterin-4	pterin-4 alpha-carbinolamine dehydratase 1
hsa00790	Metabolism of cofactors and vitamins	Folate biosynthesis - Homo sapiens (human)	PCBD2	pterin-4	pterin-4 alpha-carbinolamine dehydratase 2
hsa00630	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)	PCCA	propionyl-CoA	propionyl-CoA carboxylase subunit alpha
hsa00630	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)	PCCB	propionyl-CoA	propionyl-CoA carboxylase subunit beta
hsa00010	Carbohydrate metabolism	Glycolysis / Gluconeogenesis - Homo sapiens (human)	PCK1	phosphoenolpyruvate	phosphoenolpyruvate carboxykinase 1
hsa00010	Carbohydrate metabolism	Glycolysis / Gluconeogenesis - Homo sapiens (human)	PCK2	phosphoenolpyruvate	phosphoenolpyruvate carboxykinase 2, mitochondrial
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PCYT1A	phosphate	phosphate cytidylyltransferase 1A, choline
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PCYT1B	phosphate	phosphate cytidylyltransferase 1B, choline
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PCYT2	phosphate	phosphate cytidylyltransferase 2, ethanolamine
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	PDE10A	phosphodiesterase	phosphodiesterase 10A
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	PDE11A	phosphodiesterase	phosphodiesterase 11A
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	PDE1A	phosphodiesterase	phosphodiesterase 1A
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	PDE1B	phosphodiesterase	phosphodiesterase 1B
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	PDE1C	phosphodiesterase	phosphodiesterase 1C
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	PDE2A	phosphodiesterase	phosphodiesterase 2A
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	PDE3A	phosphodiesterase	phosphodiesterase 3A
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	PDE3B	phosphodiesterase	phosphodiesterase 3B
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	PDE4A	phosphodiesterase	phosphodiesterase 4A
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	PDE4B	phosphodiesterase	phosphodiesterase 4B
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	PDE4C	phosphodiesterase	phosphodiesterase 4C
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	PDE4D	phosphodiesterase	phosphodiesterase 4D
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	PDE5A	phosphodiesterase	phosphodiesterase 5A
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	PDE6A	phosphodiesterase	phosphodiesterase 6A
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	PDE6B	phosphodiesterase	phosphodiesterase 6B
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	PDE6C	phosphodiesterase	phosphodiesterase 6C
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	PDE6D	phosphodiesterase	phosphodiesterase 6D
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	PDE6G	phosphodiesterase	phosphodiesterase 6G
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	PDE6H	phosphodiesterase	phosphodiesterase 6H
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	PDE7A	phosphodiesterase	phosphodiesterase 7A
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	PDE7B	phosphodiesterase	phosphodiesterase 7B
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	PDE8A	phosphodiesterase	phosphodiesterase 8A
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	PDE8B	phosphodiesterase	phosphodiesterase 8B
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	PDE9A	phosphodiesterase	phosphodiesterase 9A
hsa00010	Carbohydrate metabolism	Glycolysis / Gluconeogenesis - Homo sapiens (human)	PDHA1	pyruvate	pyruvate dehydrogenase E1 subunit alpha 1
hsa00010	Carbohydrate metabolism	Glycolysis / Gluconeogenesis - Homo sapiens (human)	PDHA2	pyruvate	pyruvate dehydrogenase E1 subunit alpha 2
hsa00010	Carbohydrate metabolism	Glycolysis / Gluconeogenesis - Homo sapiens (human)	PDHB	pyruvate	pyruvate dehydrogenase E1 subunit beta
hsa00750	Metabolism of cofactors and vitamins	Vitamin B6 metabolism - Homo sapiens (human)	PDXK	pyridoxal	pyridoxal kinase
hsa00750	Metabolism of cofactors and vitamins	Vitamin B6 metabolism - Homo sapiens (human)	PDXP	pyridoxal	pyridoxal phosphatase
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PEMT	phosphatidylethanolamine	phosphatidylethanolamine N-methyltransferase
