ID	LncRNA name	Species	Biological processes	Cellular component	Molecular fucntions	Clinical applications	Disease	Disease category	drug Resistance/chemoresistance/stress	Mutation	Methods	Sample	Organoid	Expression pattern	Function type	Interaction target	Mode of interaction	Expression pattern of Interaction target	Level of interaction	Type of interaction	Detailed Pathway	PMID	Year	Description of disease/function/interaction
EL3742	MEG3	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease diagnosis	N/A	N/A	N/A	N/A	qRT-PCR	THP-1-derived human macrophages	N/A	up-regulated	interaction	DNMT1	Regulate	N/A	DNA-Protein	regulation	DNMT 1 and 3b丨 regulate丨MEG5 expression丨via丨promoter hypermethylation	30818784	2019	Hominissuis Causes Increased Expression of the Long Non-Coding RNA MEG3 in THP-1-Derived Human Macrophages and Associated Decrease of TGF-β.
EL3742	MEG3	Homo sapiens	EMT	N/A	Gene regulation	Disease treatment	diabetic retinopathy	Others	N/A	N/A	RAP	DR rat and cell models	N/A	up-regulated	interaction	DNMT1	Regulated	down-regulated	lncRNA-mRNA	regulation	DNMT1|downregulate|MEG3|promote| endothelial-mesenchymal transition in diabetic retinopathy	33284093	2021	DNMT1-mediated lncRNA MEG3 methylation accelerates endothelial-mesenchymal transition in diabetic retinopathy through the PI3K/AKT/mTOR signaling pathway
EL3742	MEG3	Homo sapiens	Disease-relevant functions	Cytoplasm	Gene regulation	Disease treatment	pediatric aplastic anemia	Others	N/A	N/A	qRT-PCR, overexpression	BMSCs	N/A	down-regulated	interaction	DNMT1	Regulated	up-regulated	lncRNA-Protein	regulation	DNMT1|downregulate|MEG3|downregulate|BMP4|promote|inhibits osteogenic differentiation of bone marrow mesenchymal stem cells and promotes pediatric aplastic anemia	33529912	2021	Hypermethylation-mediated downregulation of long non-coding RNA MEG3 inhibits osteogenic differentiation of bone marrow mesenchymal stem cells and promotes pediatric aplastic anemia
EL3742	MEG3	Homo sapiens	EMT	N/A	Transcription regulation	Inhibit disease	breast carcinoma	Cancer	N/A	N/A	knockdown	breast cancer cells	N/A	down-regulated	interaction	DNMT1	Regulated	up-regulated	lncRNA-Protein	regulation	DNMT1|mediate|MEG3 demethylation|downregulate|MEG3	35822955	2022	DNMT1-mediated MEG3 demethylation leads to MEG3 upregulation
EL3742	MEG3	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease diagnosis	lung cancer	Cancer	N/A	N/A	knockdown, Overexpression, ChIP	human lung cancer cell lines	N/A	N/A	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	MEG3丨regulated丨the recruitment of JARID2 and EZH2 and histone H3 methylation丨on the regulatory regions of CDH1丨 microRNA-200 family genes for transcriptional repression	27852821	2017	MEG3 could associate with JARID2 and the regulatory regions of target genes to recruit the complex
EL3742	MEG3	Homo sapiens	Cell Differentiation	N/A	Gene regulation	Disease diagnosis	N/A	N/A	N/A	N/A	knockdown, overexpression, RIP, RNA pull-down	synovium-derived mesenchymal stem cells(SMSCs)	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	MEG3丨interact with丨EZH2丨recruiting it丨to丨induce丨H3K27me3丨promotes 丨the methylation of TRIB2丨by丨binding with丨the promoter of TRIB2 in SMSCs	31376524	2019	Long non-coding RNA MEG3 inhibits chondrogenic differentiation of synovium-derived mesenchymal stem cells by epigenetically inhibiting TRIB2 via methyltransferase EZH2.
EL3742	MEG3	Homo sapiens	Apoptosis, Autophagy, EMT	Nucleus	Signaling pathways regulation	Inhibit disease	neuroblastoma	Cancer	N/A	N/A	FISH, Western blot	NB cells	N/A	down-regulated	interaction	EZH2	Regulate	up-regulated	lncRNA-Protein	regulation	MEG3|upregulate|FOXO3|inhibit|neuroblastoma development	33061817	2020	MEG3 significantly suppressed cell proliferation.Downregulation of MEG3 facilitated NB malignant phenotypes.
EL3742	MEG3	Homo sapiens	histone methylation of the promoter	Cytoplasm and nucleus	Recruiting protein complexes, Signaling pathways regulation	Inhibit disease	unexplained recurrent spontaneous abortion	Others	N/A	N/A	qRT-PCR, Western blot, overexpression, RIP, ChIP, RNA Pull-down	A mouse model of Embryo implantation, embryonic villis of 102 URSA patients compared with those of 102 normal pregnant women	N/A	down-regulated	interaction	EZH2	Regulate	down-regulated	lncRNA-Protein	binding	MEG3|bind| EZH2|bind|RASA1|inactivate| the RAS-MAPK pathway|inhibit|unexplained recurrent spontaneous abortion	34238211	2021	MEG3 inhibited the expression of RASA1 by mediating the histone methylation of the promoter of RASA1 gene by EZH2, thereby activating the RAS-MAPK pathway and enhancing the proliferative and invasive capacities of trophoblasts.
EL3742	MEG3	Homo sapiens	Disease-relevant functions	N/A	Recruiting protein complexes	Disease treatment	nonalcoholic fatty liver disease	Others	N/A	N/A	qRT-PCR, Western blot, RIP, ELISA, ChIP, overexpression	six-week-old male C57/BL6 mice	N/A	down-regulated	interaction	EZH2	Regulate	up-regulated	lncRNA-Protein	binding	MEG3 | bind | EZH2 | upregulate | SIRT6 | inhibit | NAFLD development	35256601	2022	LncRNA MEG3 up-regulates SIRT6 by ubiquitinating EZH2 and alleviates nonalcoholic fatty liver disease
EL3742	MEG3	Homo sapiens	Autophagy	N/A	Recruiting protein complexes	Disease treatment	neuroblastoma	Cancer	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays, RIP, , Co-IP	nude mice, NB tissues	N/A	N/A	interaction	EZH2	Regulate	N/A	lncRNA-Protein	regulation	MEG3 | regulated |EZH2 expression | promote | Neuroblastoma	35257481	2022	Conversely, EZH2 interacted with DNMT1 and HDAC1 to induce silencing of MEG3.
EL3742	MEG3	Homo sapiens	Apoptosis	Nucleus	Transcription regulation	Metastasis 	N/A	N/A	ischemia, hypoxia	N/A	Western blot, overexpression, knockdown	bone marrow mesenchymal stem cells	N/A	up-regulated	interaction	MIF	Regulated	down-regulated	lncRNA-Protein	regulation	MIF|downregulate|MEG3 expression	36518052	2022	MIF protected BMSCs from H/I-induced apoptosis by downregulating the lncRNA MEG3/p53 signaling pathway, activating the Wnt/β-catenin signaling pathway, and decreasing ROS levels.
EL3742	MEG3	Homo sapiens	Disease-relevant functions	Nucleus	Gene regulation	Prognosis	esophageal squamous cell carcinoma	Cancer	N/A	N/A	qRT-PCR, western blot, knockdown, Luciferase reporter assays, Microarray	ESCC cells	N/A	down-regulated	interaction	PSAT1	Regulate	up-regulated	lncRNA-Protein	regulation	MEG3| downregulat | PSAT1 | inhibit | cell proliferation, migration, invasion and EMT	32901893	2020	Further experiments indicated that the ectopic expression of MEG3 significantly suppressed cell proliferation, migration, invasion and EMT by downregulating phosphoserine aminotransferase 1 (PSAT1).
EL3742	MEG3	Homo sapiens	Apoptosis , Cell proliferation	N/A	Gene regulation	Disease treatment	gemcitabine-resistant non-small cell lung cancer	Cancer	Curcumin	N/A	qRT-PCR, knockdown, Western blot, overexpression	gemcitabine-resistant non-small cell lung cancer cell	N/A	down-regulated	interaction	PTEN	Regulate	down-regulated	lncRNA-Protein	regulation	lncRNA-MEG3|downregulate| PTEN|inhibit| gemcitabine-resistant non-small cell lung cancer	33566305	2021	Curcumin suppresses tumor growth of gemcitabine-resistant non-small cell lung cancer by regulating lncRNA-MEG3 and PTEN signaling
EL3742	MEG3	Homo sapiens	Disease-relevant functions	Cytoplasm	Gene regulation	Disease treatment	lung cancer	Cancer	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	N/A	N/A	up-regulated	interaction	PTEN	Regulate	down-regulated	lncRNA-Protein	regulation	Curcumin suppresses tumor growth of gemcitabine-resistant non-small cell lung cancer by regulating lncRNA-MEG3 and PTEN signaling.	33566305	2021	Curcumin suppresses tumor growth of gemcitabine-resistant non-small cell lung cancer by regulating lncRNA-MEG3 and PTEN signaling.
EL3747	MEG8	Homo sapiens	EMT	N/A	Gene regulation	Disease diagnosis	lung cancer	Cancer	N/A	N/A	overexpression, knockdown,	TGF-β-mediated EMT of A549 and LC2/ad lung cancer and Panc1 pancreatic cancer cell lines	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	MEG8丨associates with丨enhancer of zeste 2 polycomb repressive complex 2 subunit (EZH2) protein丨induces丨its recruitment丨to丨the regulatory regions of the two microRNA genes for histone H3 methylation and transcriptional repression	30262664	2018	MEG8 long noncoding RNA contributes to epigenetic progression of the epithelial-mesenchymal transition of lung and pancreatic cancer cells.
EL3747	MEG8	Homo sapiens	EMT	N/A	Gene regulation	Disease diagnosis	pancreatic cancer	Cancer	N/A	N/A	overexpression, knockdown,	TGF-β-mediated EMT of A549 and LC2/ad lung cancer and Panc1 pancreatic cancer cell lines	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	MEG8丨associates with丨enhancer of zeste 2 polycomb repressive complex 2 subunit (EZH2) protein丨induces丨its recruitment丨to丨the regulatory regions of the two microRNA genes for histone H3 methylation and transcriptional repression	30262664	2018	MEG8 long noncoding RNA contributes to epigenetic progression of the epithelial-mesenchymal transition of lung and pancreatic cancer cells.
EL3771	MIAT	Homo sapiens	Disease-relevant functions	N/A	Recruiting protein complexes	Therapeutic target	breast cancer	Cancer	N/A	N/A	qRT-PCR, knockdown, RIP	cells	N/A	up-regulated	interaction	DNMT1	Regulate	down-regulated	lncRNA-Protein	binding	MIAT|bind|DNMT1|promot|the methylation of CpG islands in DLG3 promoter and inhibited the DLG3 expression	32593652	2020	Silence of lncRNA MIAT-mediated inhibition of DLG3 promoter methylation suppresses breast cancer progression via the Hippo signaling pathway
EL3771	MIAT	Homo sapiens	Disease-relevant functions	N/A	Recruiting protein complexes	Therapeutic target	breast cancer	Cancer	N/A	N/A	qRT-PCR, knockdown, RIP	cells	N/A	up-regulated	interaction	DNMT3A	Regulate	down-regulated	lncRNA-Protein	binding	MIAT|bind|DNMT3A|promot|the methylation of CpG islands in DLG3 promoter and inhibited the DLG4 expression	32593652	2020	Silence of lncRNA MIAT-mediated inhibition of DLG4 promoter methylation suppresses breast cancer progression via the Hippo signaling pathway
EL3771	MIAT	Homo sapiens	Disease-relevant functions	N/A	Recruiting protein complexes	Therapeutic target	breast cancer	Cancer	N/A	N/A	qRT-PCR, knockdown, RIP	cells	N/A	up-regulated	interaction	DNMT3B	Regulate	down-regulated	lncRNA-Protein	binding	MIAT|bind|DNMT3B|promot|the methylation of CpG islands in DLG3 promoter and inhibited the DLG5 expression	32593652	2020	Silence of lncRNA MIAT-mediated inhibition of DLG5 promoter methylation suppresses breast cancer progression via the Hippo signaling pathway
EL3771	MIAT	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Disease diagnosis	multiple myeloma	Cancer	bortezomib (BTZ)	N/A	microarray, luciferase report gene assays, RNA pulldown	BTZ-resistant patients with MM compared with newly diagnosed patients with MM,	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	LINC00467丨silenced丨DKK1丨by丨recruiting丨enhancer of zeste 2 polycomb repressive complex 2 subunit (EZH2)丨to丨DKK1 promoter	30967527	2019	Bortezomib-inducible long non-coding RNA myocardial infarction associated transcript is an oncogene in multiple myeloma that suppresses miR-29b.
EL3771	MIAT	Homo sapiens	Apoptosis	Nucleus	Recruiting protein complexes	Promote disease	atherosclerosis	Others	Curcumin	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	atherosclerosis mouse model, ox-LDL-induced cell model, ox-LDL-induced cell	N/A	up-regulated	interaction	EZH2	Regulate	up-regulated	lncRNA-Protein	binding	MIAT|bind|EZH2|downregulate|miR-124|promote|atherosclerosis	34989253	2022	Curcumin improves atherosclerosis by inhibiting the epigenetic repression of lncRNA MIAT to miR-124 via interacting with EZH2.
EL3781	MINCR	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease treatment	colorectal cancer	Cancer	N/A	N/A	qRT-PCR, overexpression	Colorectal Cancer cells	N/A	up-regulated	interaction	EZH2	Regulate	up-regulated	lncRNA-mRNA	regulation	MINCR|upregulate|EZH2|promote|Colorectal Cancer	34923811	2022	Dysregulated Expression of Long Non-Coding RNA MINCR and EZH2 in Colorectal Cancer.
EL3794	MIR17HG	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease diagnosis	N/A	N/A	N/A	N/A	dual luciferase reporter, knockdown, overexpression	SIRT1-deficient cells	N/A	down-regulated	interaction	SIRT1	Regulate	N/A	lncRNA-Protein	regulation	miR17HG|enhance|the deacetylation activity of SIRT1	31290724	2019	miR17HG and SIRT1 probably formed a positive feedback loop, which exerted a crucial effect on DSBs repair.
EL3801	MIR210HG	Homo sapiens	Cell proliferation	N/A	Gene regulation	Promote disease	non-small cell lung cancer	Cancer	N/A	N/A	RIP, knockdown, overexpression, rescue experiments, chromatin RNA immunoprecipitation assay	NSCLC cells	N/A	up-regulated	interaction	DNMT1	Regulate	N/A	lncRNA-Protein	binding	LncRNA miR210HG丨promotes丨proliferation and invasion of non-small cell lung cancer丨by丨upregulating丨 methylation of CACNA2D2 promoter丨via丨binding to丨DNMT3	31190878	2019	LncRNA MIR210HG promotes proliferation and invasion of non-small cell lung cancer by upregulating methylation of CACNA2D2 promoter via binding to DNMT1.
EL3813	MIR31HG	Homo sapiens	Cell proliferation	N/A	Gene regulation	Disease diagnosis	chordoma	Cancer	N/A	N/A	qRT-PCR, FISH, RNA pull-down, RIP, western blot, Immunohistochemistry,	chordoma tissues and the chordoma cell lines	N/A	down-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	LOC554202丨play丨an important role丨in丨the progression of chordoma丨by丨the direct upregulation of EZH2 丨indirect丨promotion of RNF144B丨via丨mir-31	28963737	2017	Knockdown of LOC554202 or overexpression of miR-31 suppressed the proliferation, migration, and invasion of chordoma cells.
EL3827	MIR600HG	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease treatment	colorectal cancer	Cancer	Oxaliplatin	N/A	qRT-PCR, immunohistochemistry assay, Knockdown, Luciferase reporter assay, RNA-seq, western blot, Overexpression	Colorectal cancer specimens and cell lines (Caco2), female athymic (nu/nu) mice	N/A	down-regulated	interaction	ALDH1A3	Regulate	N/A	lncRNA-miRNA	binding	miR600HG丨exerts丨its anticancer role丨by targeting丨 ALDH1A3 in CRC.	32270866	2020	MIR600HG functions as a tumour suppressor and that the Overexpression of MIR600HG inhibits tumour invasion and enhances chemosensitivity, providing a new strategy for CRC treatment.
EL3930	MROS-1	Homo sapiens	Disease-relevant functions	Nucleus	Recruiting protein complexes	Promote disease	oral cancer	Cancer	melatonin	N/A	qRT-PCR, Western blot, RIP, FISH	OSCC cell lines	N/A	up-regulated	interaction	DNMT3A	Regulate	up-regulated	lncRNA-Protein	binding	MROS-1|bind|DNMT3A|downregulate|PRUNE2 expression|promote|OSCC migration	34339541	2021	lncRNA MROS-1, binding to DNMT3A, promoted OSCC migration via modulating the expression of PRUNE2.
EL3932	MRPL23-AS1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Metastasis 	adenoid cystic carcinoma	Cancer	N/A	N/A	overexpression	pulmonary microvascular endothelial cells	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	lncRNA MRPL23-AS1丨mediates丨the transcriptional silencing of E-cadherin丨through丨forming丨an RNA-protein complex with EZH2	32098781	2020	MRPL23-AS1-enriched exosomes increased microvascular permeability and facilitated the metastasis of SACC in vivo.
EL3932	MRPL23-AS1	Homo sapiens	Disease-relevant functions	N/A	Recruiting protein complexes	Therapeutic target	salivary adenoid cystic carcinoma	Cancer	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, calcein AM/PI staining and annexin V/PI flow cytometry, chromatin immunoprecipitation (ChIP)-PCR assay, immunohistochemistry,	SACC cells and tissues	N/A	up-regulated	interaction	EZH2	Regulate	up-regulated	lncRNA-Protein	binding	MRPL23-AS1|bind|EZH2|downregulate|p19INK4D|promote|tumor cell anoikis resistance	35175670	2023	MRPL23-AS1 recruited the EZH2 to the promoter region of p19INK4D, inhibited p19INK4D expression, and promoted tumor cell anoikis resistance.
EL3936	MSC-AS1	Homo sapiens	Cell proliferation	N/A	Gene regulation	Disease treatment	gastric cancer	Cancer	N/A	N/A	knockdown, overexpression	gastric cancer cells	N/A	up-regulated	interaction	PFKFB3	Regulate	down-regulated	lncRNA-mRNA	regulation	MSC-AS1|downregulate|PFKFB3 |promote| the proliferation and glycolysis of gastric cancer cells	33390824	2021	Long non-coding RNA MSC-AS1 facilitates the proliferation and glycolysis of gastric cancer cells by regulating PFKFB3 expression
EL3936	MSC-AS1	Homo sapiens	Cell proliferation	Cytoplasm	Gene regulation	Promote disease	hepatocellular carcinoma	Cancer	N/A	N/A	knockdown, overexpression, qRT-PCR, western blot	HCC tissues and HCC cells	N/A	up-regulated	interaction	PGK1	Regulate	up-regulated	lncRNA-Protein	binding	MSC-AS1 |bind|phosphoglycerate kinase 1|promote| hepatocellular carcinoma oncogenesis	32489020	2020	Long noncoding RNA MSC-AS1 promotes hepatocellular carcinoma oncogenesis via inducing the expression of phosphoglycerate kinase 1.
EL3942	MSTO2P	Homo sapiens	Cell proliferation	N/A	Gene regulation	Promote disease	colorectal cancer	Cancer	N/A	N/A	knockdown, ChIP, RIP	HT-29 and SW480 cell	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-DNA	binding	MSTO2P|bind|EZH2	35346226	2022	LncRNA MSTO2P promoted colorectal cancer progression through epigenetically silencing CDKN1A mediated by EZH2.
EL4015	MSTRG.8559	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease diagnosis	ankylosing spondylitis	Others	N/A	N/A	qRT-PCR	between the patients with AS and normal controls	N/A	differential expression	interaction	DNMT1	Regulate	N/A	lncRNA-Protein	co-expression	Caspase recruitment domain family member 11 and DNA methyltransferase 1丨have丨great diagnostic value for AS.	30592273	2019	Identification of the key genes and long non-coding RNAs in ankylosing spondylitis using RNA sequencing.
