ID	LncRNA name	Species	Biological processes	Cellular component	Molecular fucntions	Clinical applications	Disease	Disease category	drug Resistance/chemoresistance/stress	Mutation	Methods	Sample	Organoid	Expression pattern	Function type	Interaction target	Mode of interaction	Expression pattern of Interaction target	Level of interaction	Type of interaction	Detailed Pathway	PMID	Year	Description of disease/function/interaction	Matches
EL3692	MALAT1	Homo sapiens	Disease-relevant functions	N/A	Signaling pathways regulation	Promote disease	non-small cell lung cancer	Cancer	N/A	N/A	qRT-PCR, western blot, knockdown, luciferase	Non-small cell lung cancer	N/A	up-regulated	interaction	miR-374b-5p	Regulate	N/A	lncRNA-miRNA	binding	miR-374b-5p丨target丨MALAT1丨and丨SRSF7 丨downstream丨of丨miR-374b-5p	32141554	2020	Our results demonstrated that MALAT1 contributed to NSCLC progression through the MALAT1/miR-374b-5p/SRSF7 axis.	
EL3692	MALAT1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Disease diagnosis	recurrent pregnancy loss	Others	N/A	N/A	dual luciferase assay	the villus samples of 36 RPL patients.	N/A	down-regulated	interaction	miR-375	Regulate	N/A	lncRNA-miRNA	binding	MALAT1丨modulates丨the cell proliferation丨apoptosis丨migration丨and丨invasion 丨via丨directly丨interact with丨miR-383丨miR-15丨miR-205丨and丨miR-375	30173780	2018	Downregulated MALAT1 relates to recurrent pregnancy loss via sponging miRNAs.	
EL3692	MALAT1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Therapeutic target	liver cancer	Cancer	N/A	N/A	overexpression, knockdown	liver cancer cells	N/A	up-regulated	interaction	miR-375	Regulate	down-regulated	lncRNA-miRNA	binding	MALAT1|bind|miR-375|Upregulate|YAP1|Promote|cancer stem cell properties of liver cancer cells	32626943	2020	lncRNA MALAT1 modulates cancer stem cell properties of liver cancer cells by regulating YAP1 expression via miR-375 Sponging	
EL3692	MALAT1	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Promote disease	diabetic retinopathy	Others	high glucose	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	retinal microvascular endothelial cells	N/A	up-regulated	interaction	miR-378a-3p	Regulate	down-regulated	lncRNA-miRNA	binding	MALAT1|bind|miR-378a-3p|bind|PDE3G|promote|Diabetic retinopathy	34674599	2021	lncRNA MALAT1 promotes diabetic retinopathy by upregulating PDE6G via miR-378a-3p.	
EL3692	MALAT1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Inhibit disease	tendinopathy	Others	N/A	N/A	qRT-PCR, western blot assay, dual-luciferase reporter assay	tendinopathy rats model	N/A	down-regulated	interaction	miR-378a-3p	Regulate	up-regulated	lncRNA-miRNA	binding	MALAT1|bind|miR-378a-3p|bind|MAPK1|inhibit|tendinopathy	35635083	2022	LncRNA MALAT1 promotes tenogenic differentiation of tendon-derived stem cells via regulating the miR-378a-3p/MAPK1 axis	
EL3692	MALAT1	Homo sapiens	Cell proliferation	Nucleus	Sponging miRNAs	Promote disease	colorectal cancer	Cancer	N/A	N/A	qRT-PCR, RIP	CRC Tissues, CRC cell lines	N/A	up-regulated	interaction	miR-378a-3p	Regulate	down-regulated	lncRNA-miRNA	binding	MALAT1|bind|miR-378a-3p|promote|CRC-SC Tumorigenicity	35814429	2022	MALAT1 Knockdown Recapitulates the Effect of miR-378a-3p Restoration on CRC-SC Tumorigenicity.	
EL3692	MALAT1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Disease treatment	deep vein thrombosis	Others	DVT	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assay	DVT tissues, endothelial progenitor cells,	N/A	up-regulated	interaction	miR-383-5p	Regulate	down-regulated	lncRNA-miRNA	binding	MALAT1|bind|miR-383-5p|bind| BCL2L11|promote|Deep vein thrombosis	35706417	2022	miR-383-5p improved the cell proliferation, while decreasing cell apoptosis in HUVECs by targeting BCL2L11 and the lncRNA-MALAT1/miR-383-5p/BCL2L11 axis may be effective for DVT treatment.	
EL3692	MALAT1	Homo sapiens	Autophagy	N/A	Signaling pathways regulation	Disease diagnosis	glioma	Cancer	N/A	N/A	Knockdown, qRT-PCR, western blot, dual-Luciferase reporter assay, RIP	glioma tissues and cells (SHG-44, LN229, HBEC-5i, 293T), nude mice	N/A	up-regulated	interaction	miR-384	Regulate	N/A	lncRNA-miRNA	binding	MiR-384丨target丨MALAT1	32196610	2020	MALAT1 knockdown depleted migration and invasion by inhibiting autophagy through MALAT1/miR-384/GOLM1 axis in glioma in vitro and in vivo.	
EL3692	MALAT1	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Therapeutic target	prostate cancer	Cancer	N/A	N/A	qRT-PCR	PCa cells	N/A	up-regulated	interaction	miR-423-5p	Regulated	down-regulated	lncRNA-miRNA	binding	MALAT1|bind|miR-423-5p	35016717	2022	MiR-423-5p prevents MALAT1-mediated proliferation and metastasis in prostate cancer.	
EL3692	MALAT1	Homo sapiens	Disease-relevant functions	N/A	Signaling pathways regulation	Disease diagnosis	osteosarcoma	Cancer	N/A	N/A	overexpression	the serum of OS patients	N/A	up-regulated	interaction	miR-425-5p	Regulate	N/A	lncRNA-miRNA	binding	miR-425-5p upregulation丨strikingly丨abrogated丨the activation丨of丨Wnt/β-catenin signaling pathway丨induced丨by丨MALAT1丨in丨OS cells	30986552	2019	MiR-425-5p suppressed the tumorigenesis of OS via decreasing MALAT1 and TUG1 expressions through inactivation of the Wnt/β-catenin signaling pathway, contributing to a better understanding of the molecular mechanism of the tumorigenesis of OS.	
EL3692	MALAT1	Homo sapiens	Apoptosis	N/A	Signaling pathways regulation	Therapeutic target	hypopharyngeal squamous cell carcinoma	Cancer	N/A	N/A	Western blot	HSCC tissues samples	N/A	up-regulated	interaction	miR-429	Regulate	down-regulated	lncRNA-miRNA	binding	MALAT1|bind|miR-429| upregulate| ZEB1|promote|the progression of HSCC	32980391	2020	Inhibition of MALAT1 was able to elevate miR-429 to suppress the progression of HSCC via reducing ZEB1.	
EL3692	MALAT1	Homo sapiens	Cell proliferation	N/A	Gene regulation	Promote disease	osteosarcoma	Cancer	N/A	N/A	qRT-PCR, western blot, knockdown, luciferase reporter assay,	osteosarcoma tissues	N/A	up-regulated	interaction	miR-449a	Regulate	N/A	lncRNA-miRNA	binding	MALAT1丨regulated丨osteosarcoma proliferation丨and丨metastasis丨through丨 competitively丨binding to丨miR-34a/c-5p丨and丨miR-449a/b	30793707	2019	Long Non-Coding RNA Metastasis-Associated Lung Adenocarcinoma Transcript 1(MALAT1) Promotes Proliferation and Metastasis of Osteosarcoma Cells by Targeting c-Met and SOX4 via miR-34a/c-5p and miR-449a/b.	
EL3692	MALAT1	Homo sapiens	Cell proliferation	Cytoplasm	Sponging miRNAs	Evaluation of new drugs or therapies	diabetic gastroparesis	Others	HG	N/A	RIP, Dual-luciferase reporter assays	stomach tissues of DGP model mice and diabetic patients	N/A	up-regulated	interaction	miR-449a	Regulate	down-regulated	lncRNA-miRNA	binding	MALAT1| bind | miR-449a|bind|DLL1 | promote |the proliferation, migration|inhibit| phenotypic switch in HGSMCs under HG conditions	34385927	2021	MALAT1: A Pivotal lncRNA in the Phenotypic Switch of Gastric Smooth Muscle cells via the Targeting of the miR-449a/DLL1 Axis in Diabetic Gastroparesis.	
EL3692	MALAT1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease diagnosis	hypertension	Others	N/A	N/A	Knockdown, Overexpression, qRT-PCR, western blot, Luciferase reporter gene assay	Han Chinese patients with essential hypertension, e Human umbilical vein endothelial cells (HUVECs), Human embryonic kidney (HEK) 293T cells	N/A	up-regulated	interaction	miR-485-3p	Regulate	N/A	lncRNA-miRNA	binding	The hsa-miR-539-3p and hsa-miR-485-3p丨targets丨MALAT1	32109146	2020	The G allele of MALAT1 gene rs664589 locus SNP is associated with an increased risk of hypertension. In subjects carrying the G allele, the expression of lncRNA MALAT1 in plasma is significantly decreased, resulting in an abnormally high expression of hsa-miR-539-3p and hsa-miR-485-3p, and inhibition of BMPR2 expression, which might be associated with hypertension.	
EL3692	MALAT1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Promote disease	breast cancer	Cancer	paclitaxel	N/A	qRT-PCR, western blot, Luciferase reporter assays, overexpression, knockdown	SK-BR-3 cells	N/A	up-regulated	interaction	miR-485-3p	Regulate	down-regulated	lncRNA-miRNA	binding	MALAT1 | bind | miR-485-3p | downregulate | P-gp | downregulate | Bcl-2 | upregulate | Bax | promote | paclitaxel resistance in breast cancer cells	32897218	2020	MALAT1 can modulate paclitaxel resistance in breast cancer cells possibly by targeting miR-485-3p to down-regulate P-gp and Bcl-2 and up-regulate Bax.	
EL3692	MALAT1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease treatment	osteosarcoma	Cancer	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression	OS tissues , cells	N/A	up-regulated	interaction	miR-485-3p	Regulate	down-regulated	lncRNA-miRNA	binding	MALAT1|downregulate|miR-485-3p |inhibit|osteosarcoma glycolysis and metastasis	33358903	2021	miR-485-3p regulated by MALAT1 inhibits osteosarcoma glycolysis and metastasis by directly suppressing c-MET and AKT3/mTOR signalling	
EL3692	MALAT1	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Therapeutic target	HPV16+ cervical cancer	Cancer	N/A	N/A	overexpression	cervical cancer cells	N/A	down-regulated	interaction	miR-485-5p	Regulate	up-regulated	lncRNA-miRNA	binding	MALAT1|bind|miR-485-5p|upregulate|MAT2A|inhibit|proliferation of HPV16-Positive Cervical Cancer	34610246	2021	MALAT1 Inhibits proliferation of HPV16-Positive Cervical Cancer by Sponging miR-485-5p to Promote Expression of MAT2A.	
EL3692	MALAT1	Homo sapiens	Cell Differentiation	N/A	Signaling pathways regulation	Inhibit disease	osteoporosis	Others	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	MC3T3-E1, osteoporosis mice model	N/A	down-regulated	interaction	miR-485-5p	Regulate	up-regulated	lncRNA-miRNA	regulation	MALAT1 |downregulate| miR-485-5p|downregulate|WNT7B |promote| osteogenic differentiation	36760811	2023	MALAT1 promoted osteogenic differentiation and inhibited cell apoptosis through the miR-485-5p/WNT7B axis	
EL3692	MALAT1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Disease treatment	retinoblastoma	Cancer	N/A	N/A	qRT-PCR	retinoblastoma cell	N/A	up-regulated	interaction	miR-495-3p	Regulate	down-regulated	lncRNA-miRNA	binding	MALAT1|bind|miR-495-3p|upregulate|BUB1|promote| the progression of RB	34419445	2021	PCDHB5 and the ceRNA regulatory network of MALAT1/miR-495-3p/BUB1 are involved in the progression of RB.	
EL3692	MALAT1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Promote disease	breast cancer	Cancer	paclitaxel	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	breast cancer cells	N/A	up-regulated	interaction	miR-497-5p	Regulate	down-regulated	lncRNA-miRNA	binding	MALAT1|bind|miR-497-5p|downregulate|SHOC2|promote|the resistance of breast cancer cells to paclitaxel	36420706	2022	lncRNA MALAT1 regulates the resistance of breast cancer cells to paclitaxel via the miR-497-5p/ SHOC2 axis	
EL3692	MALAT1	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Promote disease	non-small cell lung cancer	Cancer	N/A	N/A	gain- and loss-of functions assays	NSCLC cell lines (A549 and H1299)	N/A	up-regulated	interaction	miR-503-5p	Regulate	down-regulated	lncRNA-miRNA	binding	MALAT1|bind|miR-503-5p	35046387	2022	JMJD2C-mediated long non-coding RNA MALAT1/microRNA-503-5p/SEPT2 axis worsens non-small cell lung cancer.	
EL3692	MALAT1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease diagnosis	multiple myeloma	Cancer	N/A	N/A	qRT-PCR	MM samples and cell lines	N/A	up-regulated	interaction	miR-509-5p	Regulate	N/A	lncRNA-miRNA	binding	MALAT1丨function as丨ceRNA丨for丨miR-509-5p丨to丨promote丨MM cell viability	29254219	2017	MALAT1 was identified to function as a competitive endogenous RNA (ceRNA) for miR-509-5p to promote MM cell viability.miR-509-5p targeted the 3'-UTR of FOXP1 to suppress MM cells progression	
EL3692	MALAT1	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Disease treatment	non-small cell lung cancer	Cancer	N/A	N/A	knockdown, Western blot	Non-Small-Cell Lung Cancer Cells	N/A	up-regulated	interaction	miR-515-3p	Regulate	down-regulated	lncRNA-miRNA	regulation	MALAT1|downregulate|miR-515-3p| upregulate| TRIM65|promote| proliferation, migration, and invasion | inhibit| apoptosis in Non-Small-Cell Lung Cancer Cells	33395541	2020	Long Noncoding RNA MALAT1 knockdown Inhibits Proliferation, Migration, and Invasion and Promotes Apoptosis in Non-Small-Cell Lung Cancer Cells Through Regulating miR-515-3p/TRIM65 Axis	
EL3692	MALAT1	Homo sapiens	Disease-relevant functions	Cytoplasm	Sponging miRNAs	Promote disease	non-small cell lung cancer	Cancer	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	serum and cell exosomes	N/A	up-regulated	interaction	miR-515-5p	Regulate	down-regulated	lncRNA-miRNA	binding	MALAT1|bind|miR-515-5p|upregulate|EEF2|promote|NSCLC	32943920	2020	MALAT1 knockdown repressed NSCLC tumorigenicity by inhibiting cell proliferation, invasion and promoting apoptosis through regulating miR-515-5p/EEF2, besides, MALAT1 was highly enriched in exosomes of NSCLC, suggesting a possible molecular-targeted therapy for NSCLC patients.	
EL3692	MALAT1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease treatment	heart failure	Others	N/A	N/A	qRT-PCR	H9C2 cells	N/A	up-regulated	interaction	miR-532-3p	Regulate	down-regulated	lncRNA-miRNA	binding	MALAT1|bind|miR-532-3p| upregulate| LDLR|promote| pathological injury in HF	33448307	2021	MALAT1 upregulated LDLR expression by competitively binding to miR-532-3p, thereby increasing pathological injury in HF	
EL3692	MALAT1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease diagnosis	hypertension	Others	N/A	N/A	Knockdown, Overexpression, qRT-PCR, western blot, Luciferase reporter gene assay	Han Chinese patients with essential hypertension, e Human umbilical vein endothelial cells (HUVECs), Human embryonic kidney (HEK) 293T cells	N/A	up-regulated	interaction	miR-539-3p	Regulate	N/A	lncRNA-miRNA	binding	MALAT1丨target丨 hsa-miR-539-3p丨and丨hsa-miR-485-3p丨target丨BMPR2	32109146	2020	The G allele of MALAT1 gene rs664589 locus SNP is associated with an increased risk of hypertension. In subjects carrying the G allele, the expression of lncRNA MALAT1 in plasma is significantly decreased, resulting in an abnormally high expression of hsa-miR-539-3p and hsa-miR-485-3p, and inhibition of BMPR2 expression, which might be associated with hypertension.	
EL3692	MALAT1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease treatment	multiple sclerosis	Others	N/A	N/A	qRT-PCR	multiple sclerosis cell	N/A	up-regulated	interaction	miR-544a	Regulate	down-regulated	lncRNA-miRNA	regulation	NEAT1 , MALAT1|downregulate|miR-210-3p, miR-544a|promote|multiple sclerosis	34726075	2021	NEAT1 and MALAT1 long noncoding RNAs also have a role in this imbalance exerting their effect through miR-210-3p and miR-544a.	
EL3692	MALAT1	Homo sapiens	Apoptosis	Cytoplasm	Sponging miRNAs	Promote disease	ankylosing spondylitis	Others	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays, ELISA, FISH,	AS cartilage tissues and chondrocytes	N/A	up-regulated	interaction	miR-558	Regulate	down-regulated	lncRNA-miRNA	binding	MALAT1|bind|miR-558|upregulate|GSDMD|promote|Ankylosing Spondylitis	35680372	2022	the silencing of MALAT1 contributed to the increase in miR-558 to suppress GSDMD expression and facilitate cell viability and inhibit in_x0002_flammation, apoptosis and pyroptosis of chondrocytes in AS.	
EL3692	MALAT1	Homo sapiens	cell proliferation, migration, invasion and EMT	N/A	Sponging miRNAs	Disease diagnosis	osteosarcoma	Cancer	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays, RIP, RNA Pull-down	OS tissues and cells	N/A	up-regulated	interaction	miR-590-3p	Regulate	down-regulated	lncRNA-miRNA	binding	MALAT1 | bind | miR-90-3p | promote | osteosarcoma	36277152	2022	Long non-coding RNA MALAT1 promotes cell proliferation, migration and invasion by targeting miR-590-3p in osteosarcoma.	
EL3692	MALAT1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease diagnosis	uveal melanoma	Cancer	N/A	N/A	knockdown, overexpression	uveal melanoma cells	N/A	up-regulated	interaction	miR-608	Regulate	N/A	lncRNA-miRNA	binding	MALAT1丨upregulate丨the HOXC4丨by丨binding to丨miR-608	31913701	2020	Suppression of Long non-coding RNA MALAT1 inhibits the development of uveal melanoma via microRNA-608-mediated inhibition of HOXC4.	
EL3692	MALAT1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Therapeutic target	hepatocellular carcinoma	Cancer	N/A	N/A	qRT-PCR, knockdown, overexpression, Transwell assay	HCC tissue and paired paracancer tissue	N/A	up-regulated	interaction	miR-613	Regulate	down-regulated	lncRNA-miRNA	binding	MALAT1|bind|miR-613|promote|HCC metastasis	35706002	2022	lncRNA MALAT1 can promote HCC metastasis through the peripheral vascular infiltration by inhibiting the level of MiRNA-613.	
EL3692	MALAT1	Homo sapiens	Cell proliferation	N/A	Gene regulation	Promote disease	cervical cancer	Cancer	N/A	N/A	luciferase activity reporter assay, qRT-PCR	CC cells	N/A	up-regulated	interaction	miR-625-5p	Regulate	N/A	lncRNA-miRNA	binding	Long non-coding RNA MALAT1丨promotes丨cell proliferation丨migration丨and丨 invasion丨in丨cervical cancer丨by丨targeting丨miR-625-5p丨and丨AKT2	32009350	2020	Long non-coding RNA MALAT1 promotes cell proliferation, migration and invasion in cervical cancer by targeting miR-625-5p and AKT2.	
EL3692	MALAT1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease diagnosis	cervical carcinoma	Cancer	N/A	N/A	western blot, luciferase	cervical carcinoma tissue and dell	N/A	N/A	interaction	miR-625-5p	Regulate	N/A	lncRNA-miRNA	binding	MALAT1丨target丨miR-625-5p丨regulate丨 NF-κB	32152961	2020	The regulatory effects of miR-625-5p on NF-κB and MALAT1 were interrogated by luciferase reporter assay.	
EL3692	MALAT1	Homo sapiens	Cell proliferation	Cytoplasm	Sponging miRNAs	Promote disease	retinoblastoma	Cancer	N/A	N/A	EMT	RB tissues and cells	N/A	up-regulated	interaction	miR-655-3p	Regulate	down-regulated	lncRNA-miRNA	binding	MALAT1 | regulate | miR-655-3p |exert | its oncogenic functions in RB	34222668	2021	MALAT1 exerted its oncogenic functions in RB by regulating miR-655-3p/ATAD2 axis.	
EL3692	MALAT1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease diagnosis	colon cancer	Cancer	N/A	N/A	microarray, qRT-PCR, RNA-pulldown, luciferase-reporter analysis, Overexpression, Knockdown,	colon cancer (CC) cells	N/A	up-regulated	interaction	miR-663a	Regulate	N/A	lncRNA-miRNA	binding	MALAT1丨bind to丨miR663a	30154407	2018	MALAT1-miR663a negative feedback loop in colon cancer cell functions through direct miRNA-lncRNA binding.	
